IncidentDetailSummary,Source,Subject
"Alta usuario Gobierno del Estado de Coahuila

Mercedes Martínez Hernández",Correo-e,Alta usuario Gobierno del Estado de Coahuila
Instalación Nitro 56888,Ventanilla,Instalación Nitro 56888
"reporta reinicio constante en equipo

inv: 39488",Correo-e,reporta reinicio constante en equipo
"Agradeceré se revise la plataforma ya que en la administración de USUARIOS de SICSA no se puede visualizar al personal del CC. 35000 como por ejemplo:

NOMBRE PUESTO CENTRO DE COSTOS NÚMERO DE EMPLEADO

Osvaldo Daniel Rivera Corte Subdirector 35000 9950

Alvaro Ballesteros Villa Subdirector 35220 8105

Mayra Guadalupe Luna Zárate Subdirectora 35100 10475",Correo-e,fallas en sicsa
Falla Teclado y Batería equipo 51556,Correo-e,Falla Teclado y Batería equipo  51556
Problemas Out Look equipo 47053,Correo-e,Problemas Out Look Equipo 47053
"Solicito de su apoyo ya que al usuario del Director General al momento de ingresar para hacer asignaciones, no le despliega la lista del personal, sólo la lista de las auditorías, anexo evidencia:",Correo-e,Asignación Auditorías
Fallas en office excel equipo 54426,Correo-e,Fallas en office Excel equipo 54426
"Por este medio se solicita su apoyo para la reparación o sustitución del equipo 47058 asignado a la usuaria Claudia Anabel Eslava Fragoso con núm. de empleado: VOL2995, ya que presenta los siguientes problemas.",Correo-e,Falla en el Equipo de cómputo.
Usuario reporta que al ingresar a GlobalProtect e ingresar su usuario y contraseña no conecta a la VPN.,Teléfono,Error de conexion en GlobalProtect
"Buen día, cuando se quiere generar el número de acción 15, o EPRA de la siguiente acción:

16-A-25000-14-1468-06-001

Aparece el siguiente error:",Correo-e,manda error de accion
Nos pueden apoyar el usuario Carlos Perez Serrano no le abre la página a consultar ya probo con sus datos y tampoco puede ingresar a las paginas esta conectado al global protect el se encuentra en la CFE,Correo-e,no puede ingresar a ver paginas
"no se ven los destinatarios en livelink de l os siguientes equipos 56875, 56095, 52052",Correo-e,"no se ven los destinatarios en livelink 56875, 56095, 52052"
no se puede conectar a la red en la oficina del Licenciado Andrade,Teléfono,no se puede conectar a la red en la oficina del Licenciado Andrade
"Solicito de su valioso apoyo con la finalidad de poder ayudar al usuario Victor Francisco Fosado Ochoa para darle acceso a la aplicación de ACL, ya que arroja el siguiente error.",Correo-e,error en ACL se anexa correo
el usuario Victor Manuel Correa no se puede conectar al global protect,Teléfono,el usuario Victor Manuel Correa no se puede conectar al global protect
"en la intranet, donde cargo los oficios de entrada y salida no están actualizados los directorios, no aparece la unel y algunos centros de costos aparecen con sus siglas anteriores",Teléfono,no aparece la unel y algunos centros de costos aparecen con sus siglas anteriores
Problemas con contraseña equipo 51595,Ventanilla,Problemas con contraseña equipo 51595
Equipo 37306 fuera de dominio,Teléfono,Equipo  37306 fuera de dominio
Equipo 37312 fuera de dominio,Teléfono,Equipo 37312 fuera de dominio
"Por instrucciones del Mtro. Guillermo Dorantes, Secretario Técnico; se solicita de su apoyo para que por favor se revise el equipo de cómputo siguiente, cuando enciende el equipo suena el ventilador, tiene problemas con el office y la conexión a Internet:

Núm. Inventario

Descripción

Empleado

Nombre

51982

COMPUTADORA DE ESCRITORIO HP ELITEDESK 705 G4 N/S MXL8501R52, PROCESADOR AMD RYZEN 5 PRO, 16GB EN RAM, HDD DE 1TB, MONITOR ELITEDISPLAY E223, TECLADO, MOUSE Y BOCINAS EXTERNAS

7361

RESGUARDANTE:

Alejandro Aranda López",Correo-e,revision del ventilador del equipo 51982
Instalación de Teams,Ventanilla,Instalación de Teams
"Instalación Disco virtual 44939

se instala el disco virtual en el equipo

\\sia\disco_virtual\10000_ASF\rjimenez",Correo-e,Instalación Disco Virtual
Instalación de Nitro 12 equipo 56844,Ventanilla,Instalación de Nitro 12 56844
Equipo 56494 se queda encendido,Correo-e,Equipo 56494 se queda encendido
Revisión Teams equipo 51315,Correo-e,Revisión Teams equipo 51315
Mensaje de dudosa procedencia,Correo-e,Mensaje de dudosa procedencia
Falla teclado equipo 51827,Correo-e,Falla teclado equipo 51827
no le muestra los destinatarios en livelink,Teléfono,no le muestra los destinatarios en livelink
Conexión a Global Protect equipo 54804,Ventanilla,Conexiión  a Global Protect  equipo 54804
Aplicación de Teams equipo 52146,Teléfono,Aplicación de Teams
teclado inventario 39708 no funcionan algunas teclas revision del mismo el equipo es el inventario 39714 el teclado no corresponde con el equipo,Teléfono,teclado inventario 39708 no funcionan algunas teclas
Conexión a Global Protect,Correo-e,Conexión a Global Protect
Falla en batería equipo 51219,Ventanilla,Falla en batería equipo 51219
Actualización de certificados equipo 51772,Correo-e,Actualización de certificados
Reinstalar PDF 24,Correo-e,Reinstalar PDF 24
"Revisión permisos InterNet

9181 Gerardo Hernandez Juárez, Subdirector de Auditoría B1.3",Teléfono,Revisión permisos InterNet
correo electronico de Ignacio Silva no abre,Teléfono,correo electronico de Ignacio Silva no abre
Apoyo en el equipo encendido de monitor,Teléfono,Apoyo en el equipo
"Descarga correo electrónico capacitación

No les permite ver todos los correos",Correo-e,Descarga correo electrónico capacitación
"Nos pueden apoyar la usuario Evelia Galan Ramirez no se puede conectar a GlobalProtect estando en casa o en la entidad, será posible que la puedan apoyar revisando su equipo.",Correo-e,apoyo equipo global
"Nos pueden apoyar con la siguiente solicitud, la usuaria no puede entrar a Global",Correo-e,Leticia Francisco Palacios no se puede conectar al global
equipo de Fernando Dominguez fuera de dominio,Teléfono,equipo de Fernando Dominguez fuera de dominio
Falla en Teams,Correo-e,Falla en teams
Problemas ingreso ICADEFIS,Teléfono,Problemas ingreso ICADEFIS
Solicito su valioso apoyo a fin de revisar el equipo con número de inventario 51853 (equipo repuesto por siniestro) esto debido a que al momento de intentar editar resultados en los informes de SICSA se generan los mensajes siguientes:,Correo-e,Problemas en carga de informes en SICSA
"Error ACL

Eduardo Francisco Mendez Briseño

54867",Correo-e,Error ACL
Revisión equipo 51762,Correo-e,Revisión equipo 51762
Conexión a Global Protect,Correo-e,Conexión a Global prtotect
No carga el ACL equipo con inventario número 55223,Correo-e,No carga el ACL
Se reporta que la Dir. Gral. de Aud. Forense del Gasto Federalizado tiene problemas de acceso a Buzón Digital ASF,Correo-e,Se reporta que la Dir. Gral. de Aud. Forense del Gasto Federalizado tiene problemas de acceso a Buzón Digital ASF
Equipo 54800 se queda pasmado,Correo-e,Equipo 54800 se queda pasmado
Error en Livelink,Correo-e,Error en Livelink
"Solicitamos su apoyo para atender la falla en la red que se ha presentado desde la semana pasada.

Al tratar de imprimir o escanear documentos tarda mucho tiempo o aparece el mensaje de que se intente más tarde.",Correo-e,NO TENE RED
Falla en Livelink,Correo-e,Falla en Livelink
"Solicitamos por este medio su gentil intervención y apoyo para reestablecer el sistema livelink, a fin de brindar el mejor servicio posible a los usuarios y no retrasarnos en las entregas.",Correo-e,no hay livelink
Equipo fuera de dominio,Ventanilla,Equipo fuera de dominio
Equipo 39384 Fuera de Dominio,Ventanilla,Equipo 39384 Fuera de dominio
"Falla equipo de computo 56921, instalación Global Protect",Correo-e,Falla equipo de computo 56921
Controlador de audio,Ventanilla,Controlador de audio
"Apertura vinculo

[Visualice su comprobante en pdf](https://imsva91-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fappend.liberdaddirigedelmex.com%2fdirecion%2findex.html&amp;umid=ECED99B5-FB31-9705-BA10-2AAE70EE6A70&amp;auth=2e078994cd8ff40a5506817298015f2e113b975b-bcbaac60ad49ee1b6174cda0b380bc55c4ccfee7)",Correo-e,Apertura vinculo
"No pueden ingresar a una página de InterNet

https://web.microsoftstream.com/video/e2f1cf22-f648-49d8-ae6a-22dca637c917

Gabriela Salinas Márquez, Roberto Carlos Barrientos Ruiz y Alejandra Magaly Posada López",Correo-e,No pueden acceder a unas páginas de InterNet
Correo de dudosa procedencia continua con el mismo problema,Correo-e,Correo de dudosa procedencia
Fijación de contraseña,Ventanilla,Fijación de contraseña
Configuración Intranet,Ventanilla,Configuración Intranet
no puede hacer la autenticacion de su telefono,Teléfono,no puede hacer la autenticacion de su telefono
Conexión a Global Protect,Teléfono,Conexión a Global Protect
el global protect no entra,Teléfono,el global protect no entra
Fijación de contraseña,Ventanilla,Fijación de contraseña
Fijación de contraseña,Teléfono,Fijación de contraseña
Fijación de contraseña,Teléfono,Fijación de contraseña
Revisión Teclado Equipo 51642,Correo-e,Revisión teclado  51642
Problemas con Teams equipo 56691 a nombre de German Valdivia García,Correo-e,Problemas con Teams
Equipo 54570 se apaga,Correo-e,Equipo 54570 se apaga
Fijación de contraseña se ubica en entidad,Correo-e,Fijación de contraseña
le manda pantalla de error al entrar al campus virtual de la ASF,Teléfono,le manda pantalla de error al entrar al campus virtual de la ASF
"Actualización de viáticos

Lic.José Antonio Maldonado",Correo-e,Actualización de viáticos
Problemas de red del equipo de escritorio que se encuentra el CEASF en el piso uno sede Coyoacán,Correo-e,Problemas de red
"Solicito su apoyo para asesorar o revisar el equipo del Lic. Luis Alberto Aguilar, debido a que no lo deja navegar en Chrome, le arroja el errorque se ve en el correo abajo descrito.",Correo-e,"no lo deja navegar en Chrome, le arroja el errorque se ve en el correo abajo descrito. "
Instalación Nitro equipo 56882,Ventanilla,Instalación Nitro equipo 56882
Correo de dudosa procedencia,Correo-e,Correo de dudosa procedencia
Usuario Karla Guadalupe Lanzagorta Garza no cuenta con acceso a VPN,Teléfono,Usuario Karla Guadalupe Lanzagorta Garza no cuenta con acceso a VPN
FALLA SICSA: Modulo de Informes / A3,Correo-e,FALLA SICSA: Modulo de Informes / A3
Falla en Global Protect,Correo-e,Falla en Global Protect
Falla en teams,Teléfono,Falla en teams
Mantenimiento preventivo equipo 39647,Teléfono,Mantenimiento preventivo equipo 39647
"Descarga de información del siguiente Link

[1_CV_UR_NOM_ORD_023_y_024.xlsx](https://drive.google.com/file/d/1QYaxrQhr-G7ptlP1j1dUrI_Pulc3g9IM/view?usp=drive_web)",Correo-e,Descarga de información
"Apoyo para poder recibir un correo del proveedor industrias GIRCA, S.A.",Correo-e,Apoyo para poder recibir un correo
"fijate que ayer que revise el acta si me aparecía bien pero ahorita la estoy consultando nuevamente porque estoy integrando un informe y nuevamente me sale el acta con el error que te comente, crees que me puedas apoyar a sustituir el acta o requieres que envíe correo a la mesa de ayuda?",Teléfono,el acta de la segunda sesion ordinaria que esta publicada no es la correcta
reporta que el telefono cisco reporta que el telefono cisco 32577 no escucha las llamadas entrantes y salientesno escucha las llamadas entrantes y salientes a ella si la escuchan pero ella no escucha a las personas ya le cambiaron el cable de auricular,Teléfono,reporta que el telefono cisco 32577 no escucha las llamadas entrantes y salientes
Problemas conexión en teams,Teléfono,Problemas conexión Teams
Fijación de contaseña,Teléfono,Fijación de contraseña
Problemas con Adobe Acrobat equipo 56737,Ventanilla,Problemas con Adobe Acrobat
Sincronización de contraseña en cifrado,Teléfono,Sincronización de contraseña en cifrado
"Problemas con teclado y touchpad

inv: 50738",Correo-e,Problemas con teclado y touchpad
"Se solicita el apoyo para modificar el volante de Control de Acciones Promovidas con folio interno 133212 del SICSA, con la finalidad de cambiar el área de envío, el cual dice DGAGFC debiendo decir DGSA.",Correo-e,Apoyo para  Modificar Volante Control de Acciones
al conectar el global protect estando en entidad no tiene internet el usuario esta en SAT,Teléfono,al conectar el global protect estando en entidad no tiene red
"Solicito su apoyo ya que hasta antes de la hora de la comida, podía ingresar al correo de Gmail.",Correo-e,no puede ingresar a su correo de gmail
Personalización equipo 46479 a nombre de Claudia Vázquez Sánchez,Correo-e,Personalización equipo 46479
Agregar cuenta como Administrador equipo 54507,Ventanilla,Agregar cuenta como Administrador equipo 54507
Actualización Windows equipo 39272,Correo-e,Actualización Windows 39272
"Instalación Adam

11073 56708",Ventanilla,Instalación Adam
Se reporta diferencias de CC 34240 y 34120 a nombre de Daniel Martínez de la Rosa,Correo-e,Se reporta diferencias de CC
"Alta Enlaces Auditoría 238 Procuradoría de la Defensa del Contribuyente.

Miguel Angel Suárez Zavala del Ente Fizalizada No puede Ingresar al Buzón",Correo-e,Alta Enlaces Auditoría 238
Revisión equipo 55097 a nombre de Carlos Alejandro Hernández Jiménez,Correo-e,Revisión equipo 55097
Instalación PDF 24,Correo-e,Instalación PDF 24
"El día de ayer se realizó en la sección Impacto de la labor de la ASF, la publicación de los informes de las recuperaciones de fiscalización y de fincamiento de responsabilidades con corte al 31 de marzo de 2023, como se indica en el correo que antecede; no obstante, el día de hoy se visualiza en dicho apartado, los ya señalados informes pero con corte al 31 de diciembre de 2022 .",Correo-e,pagina de recuperaciones de la ASF no muestra lo actual
"Solicito atentamente su apoyo a efecto de que nos puedan restaurar el micrositio de las unidades administrativas correspondiente a la AECF, lo anterior debido a que se a perdido el acceso a la misma y a sus archivos.",Correo-e,Solicito atentamente su apoyo a  efecto de restaura el micrositio
Problemas Out Look,Teléfono,Problemas Out look
Problemas Audio Elizabeth Caro López,Ventanilla,Problemas Audio Elizabeth Caro López
Problemas inicio equipo cifrado,Ventanilla,Problemas inicio equipo cifrado
sin acceso en el encriptado,Ventanilla,sin acceso en el encriptado
sin acceso a outlook,Ventanilla,sin acceso a outlook
livelink no deja ingresar copias y al seleccionar el boton de continuar se queda pasmado por lo que no da numero de volante,Teléfono,livelink no deja ingresar copias
"Mucho agradeceré su apoyo a fin de poder validar la información que previamente fue cargada dentro del apartado Armonización Contable en la página institucional, misma que fue rediseñada en días pasados, toda vez que al validar la información se borraron unos registros.",Correo-e,Cambios de presentación en la página institucional
Error en conexión remota vp0504 Equipo 10.7.210.10,Correo-e,Error en conexión remota
"Falla en SICSA

Cargué el informe de la auditoría número 518 de la Cuenta Pública 2022; sin embargo, al generar la versión de revisión, solo aparecen los datos generales y el objetivo, es decir no se visualizan los resultados.",Monitoreo,Falla en SICSA
no puede ver los destinatarios en livelink al crear volantes,Teléfono,no puede ver los destinatarios en livelink al crear volantes
"Me permito hacer de su conocimiento la siguiente situación:

En repetidas ocasiones, cada que trato de realizar una búsqueda en Google Chrome me aparece en el ordenador la leyenda siguiente:",Correo-e,no puede realizar busquedas en internet Gabriela de la Rosa Navarro
"Falla en SICSA SICSA / Módulo de Informes / Resultados / Resultado 1,

en la cual al dar clic en los menús desplegables del Concepto de la Irregularidad y de los Postulados Básicos de Contabilidad Gubernamental, estos no despliegan ninguna opción.",Correo-e,Falla en SICSA
no muestra los destinatarios en livelink,Teléfono,no muestra los destinatarios en livelink
"Solicito su apoyo para la revisión del equipo con número de inventario XXXX, asignado a José Alberto Molina Olivares, ya que presenta fallas que se describen en el correo que antecede.",Correo-e,Solicitud de revisión de computadora
Problemas conexión Global Protect,Correo-e,Problemas conexión Global Protect
"Por instrucciones del Mtro. Guillermo Dorantes Gutiérrez, Secretario Técnico de la DGR; se solicita de su apoyo para que por favor se revise el sistema Livelink ya que marca error en el destinatario en el equipo de la C. María Isabel Anaya Martínez.",Correo-e,marca error en el destinatario en el equipo de la C. María Isabel Anaya Martínez. en livelink
Falla en Global Protect Griselda Rivas Jiménez,Correo-e,Falla en Global Protect Giselda Rivas Jiménez
"Con el presente, me permito solicitar su invaluable apoyo a efecto de revisar el equipo de cómputo asignado al C. Rodrigo Ignacio de León con número de empleado 9443 ya que el usuario manifiesta que: el equipo opera con demasiada lentitud y no permite la apertura de algunos programas de paquetería básica.

Es este sentido y al presentarse esta falla de manera recurrente, mucho agradecería nos informen la viabilidad técnica y funcional del equipo de mérito, a efecto de estar en condiciones de solicitar la sustitución del mismo.",Correo-e,revision de equipo 38164
Equipo con inventario 47195 muestra lentitud,Correo-e,Equipo con inventario 47195 muestra lentitud
Falla en Nodos área Programas Presupuestarios Pios 8,Teléfono,Falla en nodos
Instalacion Escaner Brother ADS 360w,Teléfono,Instalacion Escaner Brother  ADS 360w
Instalación de escaner HP M9120,Teléfono,Instalación de escaner HP  M9120
Instalación de Certificados,Teléfono,Instalación de Certificados
"Problemas con contraseña, Instalación de Lector de Planos",Ventanilla,Problemas contraseña equipo 55049
Instalación Disco virtual,Teléfono,Instalación Disco Virtual
Reporta falla de Nodos Piso 8 área Programas Presupuestarios,Teléfono,Reporta falla de Nodos
apoyo para sincronizar contraseña en cifrado,Ventanilla,apoyo para sincronizar contraseña en cifrado
no puede enviar ni recibir correos el usuario Elva Leticia Molina Alvarez,Teléfono,problemas con el correo
no puede abrir paginas de internet,Teléfono,no puede abrir paginas de internet
Falla en Teams equipo 51628 a nombre de Elizabeth Caro López,Teléfono,Falla en Teams equipo 51628
Problemas contraseña equipo 54897,Ventanilla,Problemas contraseña equipo 54897
No puede ingresar a su equipo,Teléfono,No puede ingresar a su equipo
"Reporta problemas con teclado

inv: 52088",Correo-e,Reporta problemas con teclado
"Solicito de su apoyo para revisar el equipo con inventario 45036, de la usuaria Frida Sinaí Montes Martínez. Lo anterior, debido a que el día de hoy ya no quiso prender.",Correo-e,revisión equipo 45036
"Problemas en correo de OLACEFS

Por instrucciones de la Mtra. María José Franco, Directoria de área de la UTASF, le solicito su amable ayuda para solucionar el siguiente problema que esta presentando el correo SE_OLACEFS@asf.gob.mx, en la última semana (24 al 28 de abril) se ha presentado el problema de que no ingresan a nuestra bandeja de entrada los correos provenientes de nuestros colegas de Brasil.",Correo-e,Problemas en correo de OLACEFS
Revisión equipo 55011 a nombre de Eriberto Vladimir Hidalgo Granados,Correo-e,Revisión equipo 55011
"Acceso a páginas de la OLACEFS

Auditoria Financiera + EFS de Colombia + Datos de acceso",Correo-e,Acceso a páginas de la OLACEFS
"se sobrecalienta equipo

inv:46487",Ventanilla,se sobrecalienta equipo
Eliminación de enlace,Correo-e,Eliminación de enlace
Pantalla Parpadea equipo 50741,Correo-e,Pantalla Parpadea equipo 50741
"Solicito su amable apoyo para el mantenimiento para la impresora Epson L1800 con número de inventario 38735, ya que ésta no imprime por saturación en las almohadillas de depósito de tinta",Teléfono,Mantenimiento para impresora
Privilegios acceso a InterNet,Correo-e,Privilegios acceso a InterNet
Problemas conexión USB,Teléfono,Problemas conexión USB
Instalación de disco Virtual a nombre de Ricardo Rodríguez Rebollo,Correo-e,Instalación de disco Virtual
Problemas con Out Look,Teléfono,Problemas con Out Look
Apoyo con regresar pago a calendario de pagos,Correo-e,Apoyo con regresar pago a calendario de pagos
Instalación Disco Virtual,Teléfono,Instalación Disco Virtual
reporta que el equipo se queda pasmado en el curso del ine,Teléfono,reporta que el equipo se queda pasmado en el curso del ine
Problemas Conexión InterNet,Teléfono,Problemas Conexión InterNet
Fijación de contraseña,Teléfono,Fijación de contraseña
Revisión de red Edificio A sede Coyoacán,Teléfono,Revisión de red Edificio A sede Coyoacán
"Por medio del presente me permito requerir su apoyo, solicitando de su amable colaboración a efecto de proceder a la revisión de la Red en el Edificio A, piso 1 de la Sede Coyoacán, toda vez que los usuarios reportan que no tienen accesos a internet y tampoco tienen servicio de impresión.",Correo-e,problemas de red
"Reporta cuenta bloqueada, no puede iniciar sesión",Teléfono,"Reporta cuenta bloqueada, no puede iniciar sesión"
reporta que el telefono de Sandra Lucia Vargas la hora esta mal y se encuentra intermitente ya que en ocasiones muesrtra la extension y en otras no,Teléfono,reporta que el telefono de Sandra Lucia Vargas la hora esta mal
"Con el objeto de solicitar ayuda técnica para la Laptop marca HP ProBook con número de Inventario 39275, que se encuentra bajo mi resguardo, utilizada por el becario Saúl Enrique Galván Cervantes, toda vez que, el día de hoy (14 de abril de 2023), al momento de encender el equipo el becario antes mencionado, se percató que el teclado no respondía, por lo que procedió a reiniciar el equipo, sin embargo, se volvió a topar con el mismo problema, el cual persiste.",Correo-e,"Apoyo Técnico Laptop, falla teclado"
Revisión equipo 51534 a nombre de Erika Yureny Sánchez Ramírez,Correo-e,Revisión equipo  51534
Revisión de equipo 54889 Batería se Calienta,Correo-e,Revisión de equipo 54889
"Solicito de su apreciable apoyo a efecto de poder revisar el equipo 51491, el cual pertenece a la usuaria Dulce Rosario Lara Hernandez, la usuaria me reporta que su equipo de cómputo se le cayeron algunas teclas.",Correo-e,Revisión de equipo 51491
Falla equipo 44905 DGADPP,Correo-e,Falla equipo  44905 DGADPP
Correo de dudosa procedencia,Correo-e,Correo de dudosa procedencia
"Apoyo respaldo de información Disco Virtual

Equipo 39737",Teléfono,Apoyo Información Disco Virtual
Revisión equipo 51586 Falla Mouse,Correo-e,Revisión de equipo 51586
"se solicita la revisión del equipo de cómputo 38890, ya que presenta fallas.",Correo-e,Revisión de equipo de cómputo 38890
Falla de Batería equipo 51751,Ventanilla,Falla  de Batería equipo  51751
Equipo fuera de dominio 47618,Teléfono,Equipo fuera de dominio  47618
Falla conexión Sala de Juntas Recursos Financieros,Teléfono,Falla conexión Sala de Juntas Recursos Financieros
Falla livelink,Correo-e,Falla livelink
Falla correo electrónico ubicación piso 12,Correo-e,Falla correo electrónico
repprta que su cisco suena ocupado cada vez que marca a alguna extension,Teléfono,repprta que su cisco suena ocupado cada vez que marca a alguna extension
"Buenos días, solicito su apoyo para la revisión del equipo de cómputo de Félix Lizardi García, quien se desempeña como Subdirector en la Dirección de Planeación de Auditorías. Es la segunda ocasión en menos de un mes que su equipo presenta la misma problemática.

Es un equipo de cómputo de escritorio con número de inventario 38087.

Buenos días, solicito su apoyo para la revisión del equipo de cómputo de Félix Lizardi García, quien se desempeña como Subdirector en la Dirección de Planeación de Auditorías. Es la segunda ocasión en menos de un mes que su equipo presenta la misma problemática.

Es un equipo de cómputo de escritorio con número de inventario 38087.",Correo-e,Solicitud de Espacio en Unidad C
"Privilegios SIACGUB para papelería

Ana Gabriela Paredes Domínguez",Correo-e,Privilegios SIACGUB
ME PODRIA AYUDAR CON EL LIVELINK ES QUE EN EL AREA DEL DESTINATARIO NO ME APARECE EL LISTADO PARA SELECCIONAR AL DESTINATARIO,Correo-e,ME PODRIA AYUDAR CON EL LIVELINK ES QUE EN EL AREA DEL DESTINATARIO NO ME APARECE EL LISTADO PARA SELECCIONAR AL DESTINATARIO
problemas con contraseña,Ventanilla,problemas con contraseña
"Solicito su valioso apoyo para que se revise la combinación de filtros en el Directorio de Entes en SICSA ya que no respeta la selección, en el ejemplo siguiente se trató de solicitarle los municipios del estado de Guanajuato, y el resultado no resultó como se pidió.

Esta actualización se está realizando para la entrega del Corte que se notificará la primera semana de mayo.",Correo-e,Problemas para combinar filtros
Falta de configuración de datos de la conexión SICOGUB,Correo-e,Falta de configuración de datos  de la conexión SICOGUB
"Desbloqueo página

facturacionlpq.com.mx",Correo-e,Desbloqueo página
"Falla teclado, teclas sueltas equipo 51568",Correo-e,"Falla teclado, teclas sueltas equipo 51568"
Reparación de un Lector de CD equipo que pertenece al equipo 51641,Correo-e,Reparación de un lector de CD
reporta que Francisco Reyes Cervantes no puede ingresar a correo electronico,Teléfono,reporta que Francisco Reyes Cervantes no puede ingresar a correo electronico
"Por medio del presente, me permito solicitar su apoyo para revisar el equipo de cómputoHP Probook 650 G3 con inv 47038 que tiene a su resguardo el usuario David Daniel Alvarez Echeverria ,Lo anterior debido a que el equipo constantemente manda pantalla azul con cara triste ?, lo que impide su funcionamiento.",Correo-e,Problemas de pantalla Azul
Falla Conexión Global Protect Karina Mendoza Flores,Correo-e,Falla Conexión Global Protect
Falla Conexión Global Protect,Correo-e,Falla Conexión Global Protect
equipo 51966 fuera de dominio,Teléfono,equipo 51966 fuera de dominio
"me permito hacer una explicación más amplia de lo sucedido; el usuario refiere que desconectó el teléfono con número de inventario 28367 y cuando volvió a conectarlo ya no prendió.

EXT: 10187

MAC:0021A02BF719

NODO: 10A10BR1BR1B07

INV: 28367",Correo-e,"Problemas con CISCO, NO ENCIENDE"
Revisión Equipo y Cargador 51517 a nombre de Berenice González Olvea.,Correo-e,Revisión Equipo y Cargador  51517
"Con gusto les saludo y solicito su valiosa ayuda ya que el día de hoy tenemos problemas con el acceso a la Pagina del SAT, https://portalcfdi.facturaelectronica.sat.gob.mx/ no nos deja entrar, lo hemos intentado en 3 computadoras diferentes de la Dirección y en ninguna nos da acceso.",Correo-e,no entra la siguiente pagina del sat https://portalcfdi.facturaelectronica.sat.gob.mx/
manda error de reloj en el equipo de Estephanie Arroyo Ruano,Teléfono,manda error de reloj en el equipo de Estephanie Arroyo Ruano
No podía entrar a Teams equipo 39652,Teléfono,No podía entrar a Teams equipo 39652
"Problemas de conexión de red

PB

OFICIALIA DE PARTES",Teléfono,Problemas de conexión de red
"agradeceré la revisión del equipo 46461 a resguardo de Valentín Gallegos Chávez (11017), debido a que no abre los archivos PDF.",Correo-e,Problemas con Acrobat
"problemas con las credenciales, se las solicita constantemente",Teléfono,"[01:41 p. m.] Jose Adrian Alcantara Romero     problemas con las credenciales, se las solicita constantemente "
"Problemas con llamadas a linea de Buzón Digital

5552001524

se marca, suena tono de llamada, pero nunca se contesta, ni marca ocupado",Teléfono,Problemas con llamadas a linea de Buzón Digital
"Buenos días, me encuentro en campo en CFE, ya me conectaron a la red, no tengo problemas con el correo electrónico, global y teams, el único inconveniente que tengo es que cuando hago una búsqueda en internet como alguna ley, me dice que no tengo conexión; sin embargo, por medio de mi teléfono uso la misma red Wifi y si tengo salida en la búsqueda.

al conectarse al global protect no puede navegar

se desconecta del global y si tiene acceso a internet

Me comuniqué con ustedes el día de hoy, y me comentaron que mandara las capturas de pantalla.",Correo-e,no tiene acceso a internet cuando se conecta al global protect usuario en CFE
Problemas respaldo de información,Teléfono,Problemas respaldo de información
Problemas con credenciales,Ventanilla,Problemas con credenciales
Instalación de certificados de navegación,Ventanilla,Instalación de certificados de navegación
Revisión equipo 47229,Correo-e,Revusión equipo 47229
Instalaciónv de Teams,Correo-e,Instalación de Teams
"Por instrucciones del M.D. Alfonso Damián Peralta, se solicita su valioso apoyo para revisión y/o mantenimiento del equipo con número de inventario 39307, bajo resguardo de la C.P. Maryana Monserrath Cruz Pérez, en virtud de que presenta problemas para acceder al equipo y la pantalla de inicio se muestra en color negro.",Correo-e,Solicitud de revisión de equipo de cómputo.
Problemas contraseña equipo 44909 Lizeth Josselin Sánchez,Ventanilla,Problemas contraseña
Problemas contraseña equipo 55006,Ventanilla,Problemas contraseña
Problemas Global Protect equipo 44509,Ventanilla,Problemas  Global Protect
"El presente es para solicitar apoyo para que me conecten mi IPAD al internet por favor.

PISO 8

ALA SUR C

AED",Correo-e,El presente es para solicitar apoyo  para que me conecten mi IPAD al internet por favor.
"Problemas de red ethernet e inalámbrica

PISO 10

ALA SUR A

DGAFF C",Teléfono,Problemas de red ethernet e inalámbrica
"Solicito su valioso apoyo para que mi equipo pueda conectarse a la red inalámbrica de la ASF.

Marca: HP

Número de inventario: 54296

Por su atención muchas gracias.

piso 12

Lic. Diana Xóchitl Jiménez Cruz

en la ST de la Dir. Gral. de Auditoría Forense del Gasto Federalizado

Tel.: 55 52.00.1500, ext. 10772",Teléfono,Problemas de red  inalambrica
"Problemas de red local e inalambrica

PISO 10

FORENSE",Teléfono,Problemas de red local e inalambrica
"Problemas de red local e inalambrica

PISO 7

ala norte C

DGRMS",Teléfono,Problemas de red local e inalambrica
"Problemas de red local e inalambrica

PISO 10

ALA NORTE A

DGAFFA",Teléfono,Problemas de red local e inalambrica
"Problemas de red local e inalambrica

PB

RECLUTAMIENTO Y SELECCIÓN",Teléfono,Problemas de red local e inalambrica
checar el switch que se encuentra en soporte ya que sigue sin haber conexion a la red,Teléfono,checar el switch que se encuentra en soporte
red alambrica fallando en soporte,Ventanilla,red alambrica fallando en soporte
Teclas y mousepad no responden,Ventanilla,Teclas y mousepad no responden
el equipo no reconoce la contraseña,Ventanilla,el equipo no reconoce la contraseña
Fijación de contraseña,Correo-e,Fijación de contraseña
Limpieza de caché de su navegador Denuncias,Correo-e,Limpieza de caché de su navegador Denuncias
Problemas ingreso a curso equipo 38082,Teléfono,Problemas ingreso a curso equipo 38032
reporta que no puede ingresar a su equipo con la contraseña,Teléfono,reporta que no puede ingresar a su equipo con la contraseña
